Year,Question,PrimarySection,PrimaryName,PrimaryBook,AllSections,AllSectionNames,Reason,PNG,AnswerPNG,CandidatePerformance
2021,7,24,Electromagnetic Induction,Electricity and Magnetism,24,Electromagnetic Induction,"keywords: induction; primary=max(S6,S8,S21,S23,S24)",output/lq/2021/q7.png,output/lq/2021/ans/q7.png,"This question tested candidates' knowledge and understanding of eddy currents and their applications. The performance was poor in general. In (a)(i), not many candidates identified the correct direction of movement of the metal sheet. Most knew how eddy currents were induced, however, some forgot to mention the relative motion between the plate and the magnet. In (a)(ii), quite a number of the candidates omitted the electrical energy produced in the process. In (a)(iii), very few realised that eddy braking operates only when the vehicle is moving. Some wrongly held that frictional braking was more effective or eddy braking would generate an enormous amount of thermal energy. Part (b) was well answered. Not many stated the correct term 'lamination' in answering (c). Some candidates misunderstood part (d), using the production of eddy currents due to changing magnetic field instead of the magnetic field generated by eddy currents in their answer."
2021,8,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance, circuit",output/lq/2021/q8.png,output/lq/2021/ans/q8.png,"Candidates' performance was satisfactory. Many candidates realised that resistors R and S were in parallel and thus answered (a)(i)(ii) correctly. Weaker candidates made mistakes in the units of currents or mistook 9 V to be the p.d. across the two parallel branches. Parts (a)(iii)(iv) were well answered. In (b), very few knew the purpose of introducing a protective resistor R in the branch with an ammeter. Some wrongly stated that the ammeter reading would be infinite without R, or a short circuit would occur if R was connected in parallel with the ammeter."
2021,9,26,Rate of Decay and Uses of Radionuclides,Radioactivity and Nuclear Energy,26,Rate of Decay and Uses of Radionuclides,keywords: half-life,output/lq/2021/q9.png,output/lq/2021/ans/q9.png,"This question tested candidates' knowledge and understanding of radioactivity in the context of radioactive potassium contained in bananas. The performance of candidates was good. In (a)(i), most candidates knew that β decay occurred. Candidates' performance was fair in (a)(ii) as some explained the answer in terms of the ionising power or range of β particles instead of penetrating power. Many candidates knew how to tackle part (b). However, quite a number of them made mistakes in unit conversions or mistook N as the number of moles of radionuclides."
2022,1,1,Temperature and Heat Transfer,Heat and Gases,1,Temperature and Heat Transfer,keywords: thermometer,output/lq/2022/q1.png,output/lq/2022/ans/q1.png,"This question examined candidates' knowledge and understanding of heat transfer. The performance was fair. Most candidates knew the meaning of 'fair test' in answering (a). In (b), although candidates mentioned that the rate of energy loss decreased with time, not many were able to explicitly point out that it was due to the decrease in temperature difference. Part (c)(i) was well answered. In (c)(ii), quite a number of the candidates did not know that a shiny surface is a good reflector/poor radiator of thermal energy. Weaker candidates gave wrong explanations in terms of conduction, for example, aluminium is a good thermal conductor. Part (d) was well answered."
2022,2,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,"keywords: gas molecules, monatomic gas",output/lq/2022/q2.png,output/lq/2022/ans/q2.png,"Candidates' performance was satisfactory. In (a)(i)(I), some candidates calculated the number of moles n only or wrongly took it as the number of molecules N. A few gave a numerical value of n ten times smaller or bigger as the answer. In (a)(i)(II), some candidates mistook N found in (a)(i)(I) as N_A in finding the average kinetic energy E_K. Some wrongly calculated the total kinetic energy of the molecules or divided E_K by the number of moles to get the average kinetic energy. In (a)(ii)(I), some candidates did not demonstrate they understood that E_K remained the same if temperature T was constant while others indicated that N was inversely proportional to m and E_K was proportional to m, probably by referring literally to the equation pV = (1/3)Nm c̄². Candidates performed well in (a)(ii)(II) except for some who mistook the given root-mean-square speed 600 m s⁻¹ as mean-square speed. Part (b) was poorly answered. Most candidates tried to explain the slow diffusion process using difference in pressure, density, concentration or mass instead of via the microscopic view of gas. Some misinterpreted the question and explained why gas C diffused upward."
2022,3,6,Force,Force and Motion,6,Force,keywords: newton,output/lq/2022/q3.png,output/lq/2022/ans/q3.png,"This question tested candidates' knowledge and understanding of force and motion in the context of a quadcopter. The overall performance was fair. In (a), some candidates failed to state clearly the two balancing forces acting on the hovering quadcopter. A few wrongly thought that the thrust acting on the quadcopter came from the ground's reaction due to the air streams. Answers from weaker candidates suggested they thought that the thrust was greater than the quadcopter's weight. Part (b) was poorly answered. Some candidates had difficulties in handling the equation mass = density × volume and a few got mass of the quadcopter and mass of air streams mixed up. Candidates did well in (c). Some failed to label correctly the upward thrust acting on the quadcopter or wrongly included a centripetal force in the free-body diagram (which in fact would come from the thrust's horizontal component). A few did not realise that the speed of air streams in (c) was different from that in (b)."
2022,4,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance; primary=max(S8,S21)",output/lq/2022/q4.png,output/lq/2022/ans/q4.png,"The overall performance was satisfactory. Most candidates were able to find the gymnast's kinetic energy in (a) although a few gave a wrong unit 'N' for energy. In (b)(i), not many got full marks in describing the conversion of mechanical energy of the gymnast to the elastic potential energy of the trampoline. Part (b)(ii) was poorly answered. Not many were able to employ the principle of energy conservation and work done on the trampoline to estimate the average force exerted by the gymnast. Some failed to obtain the correct answer as they omitted the further loss in gravitational potential energy of the gymnast after the contact was made."
2022,5,19,Lenses,Ray Optics,19,Lenses,"keywords: lens, convex lens",output/lq/2022/q5.png,output/lq/2022/ans/q5.png,"This question tested candidates' knowledge and understanding of geometrical optics. Candidates' performance was good. In (a)(i), most were able to draw the refracted rays and obtained the image of the distant object. Weaker candidates wrongly thought that ray q came from the foot of the object. In (a)(ii), many candidates knew that a real image is one that can be captured by a screen. Candidates in general knew how to use side ratios of similar triangles to tackle (b). However, quite a number of them were not careful in obtaining the size and position of the image from the ray diagram as well as manipulating the conversion according to the scales."
2022,6,16,Light and Sound,Wave Motion,16,Light and Sound,"keywords: sound wave, microphone",output/lq/2022/q6.png,output/lq/2022/ans/q6.png,"Candidates' performance was fair. In (a), most candidates knew the meaning of 'coherent', however, some failed to state it concisely. Parts (b)(i)(ii) were well answered. In (b)(i), candidates understood that as a result of interference, alternate maximum and minimum of CRO trace were observed. Some did not get full marks as the correspondence between maximum/minimum and constructive/destructive interference was not explicitly stated. Some mistook the path difference in (c) to be 0.5λ, λ or 2λ rather than 1.5λ. In (d), only the most able candidates knew how separation AB and the number of maxima were related. Just over half of the candidates answered (e) correctly."
2022,7,23,Electromagnetism,Electricity and Magnetism,23,Electromagnetism,keywords: magnetic field,output/lq/2022/q7.png,output/lq/2022/ans/q7.png,"Candidates' performance was unsatisfactory. In (a)(i), quite a number of them wrongly stated the polarity of magnets as positive/negative. Part (a)(ii) was well answered. In (a)(iii), less than half of the candidates knew why the magnets should not be in contact with the iron filings. Many were not familiar with the experiment in (b)(i) despite the magnetic field pattern being a typical one. Very few candidates obtained high marks. In some answers, the needle of the compass drawn on a field line did not align with the field direction and/or with adjacent compasses. A few candidates forgot to describe how to obtain several field lines. However, about one-third of them were able to suggest an advantage of the plotting-compass method in (b)(ii)."
2022,8,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance, circuit",output/lq/2022/q8.png,output/lq/2022/ans/q8.png,"Candidates' performance was fair. Most were able to comprehend the circuit in (a) for finding the I-V characteristics of the light bulb. Many candidates correctly calculated the bulb's rated resistance in (b)(i). In (b)(ii), most knew that the bulb's resistance increased with the applied voltage but few pointed out that there was an increase in current/power. Candidates did poorly in (c). Many did not realise that in the circuit concerned the bulb was not working at its rated values. Thus even for those who correctly drew the required straight line on the I-V characteristics graph, not many were able to utilize the pair of current and voltage readings to find the power in (c)(ii)."
2022,9,23,Electromagnetism,Electricity and Magnetism,23,Electromagnetism,"keywords: magnetic field; primary=max(S21,S23)",output/lq/2022/q9.png,output/lq/2022/ans/q9.png,"This question tested candidates' knowledge and understanding of electromagnetic induction in the context of a metal loop entering a magnetic field. The performance of candidates was unsatisfactory. Most were able to indicate the direction of the induced current in (a). A few wrongly drew currents flowing inside or around the magnetic field. In (b), quite a number of the candidates mistook that the induced e.m.f. (ε = Blv) only applied to the wire cutting the magnetic field and not the loop (i.e. the complete circuit). A few wrongly equated magnetic force on current-carrying wire with magnetic and/or electric forces on moving charges. Weaker candidates considered 'induced e.m.f.' (Blv) to be the 'magnetic force' exerted on a current-carrying wire. In (c)(i), candidates often mistook the IR drop within the wire YZ as the potential difference (p.d.) across it. Some considered the induced e.m.f. or one-quarter of it to be the p.d. across YZ. (c)(ii) revealed that candidates did not have a clear understanding of the relationship between induced e.m.f., p.d. and IR drop across a resistor."
2022,10,27,Nuclear Energy,Radioactivity and Nuclear Energy,27,Nuclear Energy,"keywords: fission, fusion, mev, nucleus",output/lq/2022/q10.png,output/lq/2022/ans/q10.png,"This question tested candidates' knowledge and understanding of nuclear fission and fusion. The performance of candidates was far from satisfactory. In (a), most were able to calculate the mass defect correctly. Quite a number of them mistook this mass defect for two deuterium nuclides as the maximum energy produced by one mole of hydrogen/deuterium nuclides. In their calculations, some did not realise that two deuterium nuclides were required for each reaction. A few weaker candidates mistook the mass of a deuterium nuclide or the total mass of helium and neutron as the energy produced. About one-third of the candidates correctly gave an alternate fusion reaction in (b). Many candidates employed general terms in (c) to explain the advantages of fusion over fission: e.g. more stable/safe, less harmful/pollution, higher efficiency, cleaner, etc., without further elaboration. Their answers also revealed a misconception that the energy released by one fusion reaction was greater than that released by one fission reaction."
2023,1,2,Heat Capacity,Heat and Gases,2,Heat Capacity,"keywords: specific heat, heat capacity",output/lq/2023/q1.png,output/lq/2023/ans/q1.png,"This question examined candidates' knowledge and understanding of heat transfer. The performance was satisfactory. Most candidates managed to find the temperature of the iron cube in (a). A few made mistakes in the temperature drop of the iron cube. Part (b) was well answered. In (c), although candidates knew there was heat loss to the surroundings, many were unable to account for the underestimation of the cube's temperature. In (d)(i), quite a number of the candidates wrongly thought that the measuring limits of the mercury-in-glass thermometer was the reason. Very few were aware of the poor thermal contact. Less than half of the candidates answered (d)(ii) correctly."
2023,2,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,keywords: kinetic theory,output/lq/2023/q2.png,output/lq/2023/ans/q2.png,"Candidates' performance was satisfactory. Most candidates managed to find the mass of the trapped air in (a). Candidates did well in (b)(i) although some made mistakes in manipulating ratios. In (b)(ii), some candidates forgot to mention that there were more gas molecules trapped in the bottle. A few wrongly held that the gas pressure was due to collisions between molecules while some candidates mistook 'more collisions' as 'more violently'. In (b)(iii), quite a number of the candidates employed an incorrect equation relating pressure and force – pressure = force × area. Candidates' performance in (c)(i) was poor. Some failed to identify the correct pair of action and reaction forces between water and rocket. A common misconception was that the 'action force on the ground by the water' caused the 'reaction force on the rocket'."
2023,3,5,Motion,Force and Motion,5,Motion,keywords: velocity-time,output/lq/2023/q3.png,output/lq/2023/ans/q3.png,"This question tested candidates' knowledge and understanding of force and motion in the context of a cyclist. Candidates' performance was good. In (a), more than half of the candidates correctly indicated the frictional force acting on the rear wheel. Candidates did well in (b) and (c)(i). A few omitted the reaction time in completing the v-t graph. Consequently, this might have lead to incorrect numerical answers in (c)(ii)(iii). Some candidates wrongly stated that a padded cushion was for 'absorbing force' or 'reducing pressure' due to its softness and large area as explanations for (d)."
2023,4,11,Uniform Circular Motion,Force and Motion,11,Uniform Circular Motion,"keywords: centripetal, angular speed",output/lq/2023/q4.png,output/lq/2023/ans/q4.png,"The overall performance was satisfactory. In (a)(i), quite a number of the candidates failed to label the forces indicated. Not many were able to obtain the rotation speed in revolutions per minutes in (b)(i). Candidates did well in (b)(ii). Although most were able to find the speed of the water droplet in (b)(iii), some employed the centripetal force equation instead of simply using v = ωr. Candidates' performance in (b)(iv) was fair and just over half of them answered it correctly."
2023,5,16,Light and Sound,Wave Motion,16,Light and Sound,"keywords: sound wave, speed of sound",output/lq/2023/q5.png,output/lq/2023/ans/q5.png,"This question tested candidates' basic understanding of longitudinal waves. The overall performance was good. Candidates did well in (a). A few made rudimentary mistakes in the calculations in (b)(i)(ii), e.g. wrongly converting 200 cm to 0.2 m. More than half of the candidates correctly deduced the displacement-time graph for particle m in (b)(iii). Some failed to state clearly the change on the position of particle h in (c)."
2023,6,18,Refraction of Light,Ray Optics,18,Refraction of Light,"keywords: refractive index, total internal reflection, critical angle",output/lq/2023/q6.png,output/lq/2023/ans/q6.png,"This question tested candidates' knowledge and understanding of wave motion in the context of a rainbow. Candidates' performance was satisfactory. Most were able to find the angle of refraction in (a)(i). Although candidates were able to obtain the critical angle c in (a)(ii), some did not compare it with the angle of incidence within the water droplet or wrongly compared it with the angle in the air, i.e. 45°. Not many candidates obtained full marks in (b)(i) as quite a number of them failed to draw the normal (through O) correctly and thus failed to sketch the light rays properly. The performance of candidates in (b)(ii) was poor. Candidates did mention points related to energy loss in their answers, however, few were able to give concise explanations including energy absorbed by water droplet via a longer path or leakage of light (energy) due to one more reflection."
2023,7,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance, circuit",output/lq/2023/q7.png,output/lq/2023/ans/q7.png,"The overall performance of candidates was fair. Part (a) was well answered although a few candidates confused resistance and resistivity. Most answered correctly in (b)(i). Candidates did poorly in (b)(ii) as many of them failed to identify the three branches connected in parallel across MN, namely, R₁ (2.0 Ω), CF (0.5 Ω) and CDEF (1.5 Ω). More than half of the candidates understood that the potential difference across R₂ was greater in (b)(iii). Not many realised that in (b)(iv) there was no potential difference across the coil with S connected to terminal 1, thus the power dissipated should be zero. Some candidates knew that there was no current in the coil but they wrongly related this to 'short circuit'."
2023,8,23,Electromagnetism,Electricity and Magnetism,23,Electromagnetism,keywords: magnetic field,output/lq/2023/q8.png,output/lq/2023/ans/q8.png,"Candidates' performance was fair. Nearly one-third of them wrongly marked the (+) and (-) terminals of the ammeter in (a). Most were able to indicate the current and the magnetic force but not the magnetic field in (b). Part (c) was well answered. Quite a number of the candidates forgot to mention using the ammeter to measure the current in (d)(i). In (d)(ii), very few correctly described the linear relationship between the two quantities. A 'proportional relationship' was the most common mistake. In (d)(iii), many realised that the weight of wire/support was the reason, which could be taken as an alternative to 'reset the balance to zero'."
2023,9,27,Nuclear Energy,Radioactivity and Nuclear Energy,27;26,Nuclear Energy; Rate of Decay and Uses of Radionuclides,"keywords: radium, nucleus; dual with S26 (significant earlier part)",output/lq/2023/q9.png,output/lq/2023/ans/q9.png,"This question tested candidates' knowledge and understanding of radioactivity. The overall performance was satisfactory. Most candidates answered correctly in (a). A few wrongly stated 'α-decay' as a kind of radiation. In (b), quite a number of the candidates mistook N/N₀ as the proportion of Th-232 decaying in ten years. Less than half of them answered correctly in (c)(i). Some candidates held a misconception that the long half-life of Th implied low activity and therefore caused no harmful effect. In (c)(ii), some candidates failed to employ the result found in (b) to answer this part."
2024,1,3,Change of State,Heat and Gases,3,Change of State,"keywords: latent heat, vaporization",output/lq/2024/q1.png,output/lq/2024/ans/q1.png,"This question tested candidates' basic understanding of heat transfer. The performance was satisfactory. Most candidates correctly stated the way of heat transfer in (a). However, not many knew that as the aluminum foil is a poor radiation absorber, it would not speed up the rate of temperature increase. Although over one-third of the candidates could not identify the source of the water droplets in (c)(i), most were able to answer (c)(ii) correctly."
2024,2,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,keywords: monatomic gas,output/lq/2024/q2.png,output/lq/2024/ans/q2.png,"Candidates' performance was satisfactory. The calculations in (a)(i)(ii) were straightforward and many candidates answered correctly. A few candidates wrongly added 273 K to or subtracted 273 K from the absolute temperature *T_b* calculated. In (b), quite a number of the candidates did not know that *c_r.m.s.* depends on the temperature. Some tried to explain by using the equation *c_r.m.s.* = √(3*pV*/*Nm*) but wrongly held that only *N* decreased and *p* remained the same."
2024,3,6,Force,Force and Motion,6,Force,keywords: free-body,output/lq/2024/q3.png,output/lq/2024/ans/q3.png,"The overall performance of candidates was good. In drawing the force diagram in (b), the less able candidates wrongly included the horizontal applied force, which had already been removed. In (c), a few candidates did not know that the initial vertical velocity of the block is zero."
2024,4,11,Uniform Circular Motion,Force and Motion,11,Uniform Circular Motion,keywords: angular speed,output/lq/2024/q4.png,output/lq/2024/ans/q4.png,"Candidates' performance was good. Most were able to find the centripetal force and correctly indicated the direction of motion of *P* in (a)(i)(ii). Although in (b)(i) most candidates identified *P* and *Q* having the same angular speed, some candidates wrongly held that *P* and *Q* had the same radius for their respective circular motions in (b)(ii)."
2024,5,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,fallback: gas cues,output/lq/2024/q5.png,output/lq/2024/ans/q5.png,This question examined candidates' basic understanding of longitudinal waves. The overall performance was fair. Not many were able to sketch the displacement-distance graph correctly in (a). Perhaps they did not realise that air particles at the centre of compression / rarefaction are at their respective undisturbed positions. Parts (b)(i)(ii) were well answered.
2024,6,14,"Reflection, Refraction and Diffraction",Wave Motion,14,"Reflection, Refraction and Diffraction",keywords: diffraction,output/lq/2024/q6.png,output/lq/2024/ans/q6.png,"Candidates' performance was satisfactory. In (a), quite a number of the candidates used the formula for double slits in their calculation, which is not applicable to diffraction grating. Part (b) was well answered."
2024,7,16,Light and Sound,Wave Motion,16,Light and Sound,keywords: speed of sound,output/lq/2024/q7.png,output/lq/2024/ans/q7.png,"The overall performance of candidates was fair. In (a), quite a number of the candidates mistook a linearly increasing relationship as a directly proportional one. Not many were able to account for the refraction of sound waves in the situation described in (b). Some wrongly thought that the air layer higher above the ground was cooler, which was in fact the contrary. Most candidates correctly obtained the speed ratio of light and sound in (c)(i). Some of them performed complicated calculations in (c)(ii) as they failed to ignore the negligible time of travel for light."
2024,8,18,Refraction of Light,Ray Optics,18,Refraction of Light,keywords: refractive index,output/lq/2024/q8.png,output/lq/2024/ans/q8.png,"This question tested candidates' understanding of wave motion in the context of apparent depth. The performance was fair. Not many were able to complete the two light rays and label the image correctly in (a). In (b), the less able candidates mistook the angle 1.5° for the light ray in water as that for the refracted ray in air. Candidates did poorly in (c) as this part required the application of trigonometry and ratios."
2024,9,5,Motion,Force and Motion,5,Motion,fallback: weak keyword match -> Motion,output/lq/2024/q9.png,output/lq/2024/ans/q9.png,"Candidates' performance was satisfactory. Most knew that there was separation of positive and negative charges on both spheres in (a). However, some did not pay attention to the balance of opposite charges on each sphere. In (b), a few candidates wrongly thought that the plastic rod would not lose charge as it is an insulator. Although some candidates failed to identify the sign of charges carried by sphere *P*, most were able to describe the procedure for finding the unknown polarity of another charged rod in (c)."
2024,10,9,Momentum,Force and Motion,9,Momentum,"keywords: momentum, collision, conservation of momentum",output/lq/2024/q10.png,output/lq/2024/ans/q10.png,"Candidates did well in (a) which asked for how to demonstrate the conservation of energy. A few of them forgot to point out the measurements to be made. Part (b) examined candidates' knowledge and understanding of momentum in the context of Newton's cradle. The overall performance was fair. In (b)(i)(I), some candidates mixed up the conservation of linear momentum and the conservation of mechanical energy and stated 'no work done by the tensions' as the explanation. In explaining why the case was impossible in (b)(i)(II), a few candidates did not calculate the initial and final kinetic energy of the system or failed to find the correct values. Quite a number of the candidates failed to account for the loss in kinetic energy in the repeated collisions in (b)(ii)."
2024,11,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance, circuit",output/lq/2024/q11.png,output/lq/2024/ans/q11.png,"This question tested candidates' understanding of simple circuits in the context of a kind of deformation sensors known as strain gauge. The overall performance was satisfactory. Candidates knew that the metal foil's resistance increases in (a), however, many overlooked that the cross-sectional area *A* of the foil decreased when the foil was stretched. (b)(i) was well answered while some candidates were not careful enough in substituting the resistance values into the given equation in (b)(ii). Less than half of the candidates made a correct deduction in (b)(iii)(II)."
2024,12,26,Rate of Decay and Uses of Radionuclides,Radioactivity and Nuclear Energy,26,Rate of Decay and Uses of Radionuclides,"keywords: half-life, activity, decay constant",output/lq/2024/q12.png,output/lq/2024/ans/q12.png,"Candidates did poorly in this question. Most knew the direction of the magnetic field in (a) but failed to sketch precisely the field pattern. In explaining the electromagnetic induction between the transmitting and receiving coils in (b)(i), quite a number of the candidates failed to spell out explicitly that the transmitting coil produced a changing magnetic field. In (b)(ii), very few candidates realised that the amplitude of the voltage induced in coil *R* would double when the frequency was doubled. In (c), not many candidates realised that the use of non-metallic back covers for mobile phones was to facilitate the passage of magnetic field between the transmitting and receiving coils. Some wrongly thought that 'electric shock may occur as metals are conductors' or 'current may flow through the metallic cover and cause a heating effect'."
2025,1,2,Heat Capacity,Heat and Gases,2,Heat Capacity,"keywords: specific heat, heat capacity",output/lq/2025/q1.png,output/lq/2025/ans/q1.png,"This question tested candidates' understanding of heat transfer and electromagnetic radiation emitted from hot objects. Candidates' performance was good. In (a), about two thirds recognised that thermal energy from the water is transferred to the cup, while some incorrectly attributed the heat loss to evaporation. Part (b) was well attempted. In (c), a high proportion showed that they knew that hot objects emit infra-red radiation. However, about a third failed to name a relevant daily-life device."
2025,2,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance; primary=max(S8,S10,S21)",output/lq/2025/q2.png,output/lq/2025/ans/q2.png,"This question assessed candidates' application of kinematic concepts to projectile motion. The overall performance was fair. Part (a) was generally well handled, though some only calculated the time to reach the highest point. Others overlooked the opposing directions of initial velocity and acceleration. In (b), a number of candidates were apparently unaware of the horizontal velocity at the highest point and incorrectly claimed that the kinetic energy there is zero. Responses to (c) were poor; most did not mention that the horizontal velocity of the two objects is identical, and many mistakenly argued that the two objects travel the same distance."
2025,3,5,Motion,Force and Motion,5,Motion,keywords: velocity-time,output/lq/2025/q3.png,output/lq/2025/ans/q3.png,"This question required candidates to interpret a motion graph. Candidates' performance was satisfactory. In (a), about a quarter provided a complete description of the motion. Performance in (b) was satisfactory, although some did not specify the position with reference to point *O*. Part (c) was well answered."
2025,4,6,Force,Force and Motion,6,Force,keywords: free-body,output/lq/2025/q4.png,output/lq/2025/ans/q4.png,"This question tested candidates' understanding of circular motion. The overall performance was fair. About two thirds determined the angular speed correctly in (a). Part (b) was poorly answered, with some incorrectly naming the force as 'centripetal force'. Just under half gave a full explanation in (c), while a few omitted that the angular speed of *Q* remained constant."
2025,5,9,Momentum,Force and Motion,9,Momentum,keywords: collision,output/lq/2025/q5.png,output/lq/2025/ans/q5.png,"This question assessed candidates' understanding of experimental design and force analysis during a collision. The performance was poor. While most recognised the action-reaction pair between *A* and *B*, many failed to draw the force-time graphs correctly."
2025,6,19,Lenses,Ray Optics,19,Lenses,"keywords: lens, focal length, magnification",output/lq/2025/q6.png,output/lq/2025/ans/q6.png,"This question tested candidates' knowledge of geometrical optics, focusing on the properties of lenses and practical adjustments. Candidates performed well. Part (a) was well answered, though a few incorrectly described the image as erect. About two thirds answered (b)(i) and (ii) correctly. Over 70% found the focal length using the lens formula, despite errors in the ray diagrams. Part (c) was poorly answered, revealing their limited understandings of the relationship between image and object distances. Slightly under half answered (d) correctly."
2025,7,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance, circuit",output/lq/2025/q7.png,output/lq/2025/ans/q7.png,"This question examined candidates' understanding of circuit behaviour and interpretation of experimental data. The overall performance was good. Most answered (a) correctly. In (b), a high percentage calculated the total resistance accurately, though some only noted the difference (0.3 Ω) without explaining its cause."
2025,8,23,Electromagnetism,Electricity and Magnetism,23,Electromagnetism,keywords: magnetic field,output/lq/2025/q8.png,output/lq/2025/ans/q8.png,"This question tested candidates' understanding of electromagnetic induction via rotating coils in a magnetic field. The overall performance was satisfactory. About a third drew a waveform with correct shape, period and phase in (a). Part (b) was well answered, although some wrongly applied *B* = μ₀*I* / (2π*r*) to determine the magnetic flux."
2025,9,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,"keywords: ideal gas, number of molecules, mole",output/lq/2025/q9.png,output/lq/2025/ans/q9.png,This question assessed candidates' application of the ideal gas law. The overall performance was good. Some candidates confused the number of moles with the number of molecules when applying the equation.
2025,10,15,Interference and Stationary Wave,Wave Motion,15,Interference and Stationary Wave,keywords: stationary wave,output/lq/2025/q10.png,output/lq/2025/ans/q10.png,"This question tested candidates' understanding of stationary wave and its application to musical instruments. Candidates performed poorly. In (a)(i), about a third labelled some antinodes and nodes, only a third labelled all correctly. Part (a)(ii) was well answered, although a small number seemingly did not understand the concept of 'phase'. Only about a third answered (a)(iii) correctly. In (a)(iv), many failed to determine the wavelength of the next stationary wave pattern. Nearly half drew the correct pattern in (b)(i). In (b)(ii), only a very small number realised that sound quality depends on the superposition of harmonics. The performance in (b)(iii) was poor. Many did not compare appropriate wave characteristics and some mismatched terms like 'stationary' and 'longitudinal'."
2025,11,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,"keywords: resistance; primary=max(S8,S21)",output/lq/2025/q11.png,output/lq/2025/ans/q11.png,"This question tested candidates' understanding of the efficiency of energy conversion and the power loss in long-distance transmission of electricity. Candidates' performance was satisfactory. Part (a) was well answered, with a very high proportion obtaining the correct answer in (a)(i), and about two thirds completing the calculations in (a)(ii) and (iii). A small number made errors with prefixes of the units. Part (b)(i) was well answered. In (b)(ii), just under half determined the power loss correctly. The performance in (b)(iii) was poor. Some omitted the use of a transformer, while others failed to explain the benefit of high-voltage transmission."
2025,12,26,Rate of Decay and Uses of Radionuclides,Radioactivity and Nuclear Energy,26,Rate of Decay and Uses of Radionuclides,"keywords: activity, decay constant",output/lq/2025/q12.png,output/lq/2025/ans/q12.png,"This question required candidates to apply the principles of radioactive decay and their understandings of the motion of ions in a magnetic field. The overall performance was satisfactory. In (a)(i), about two thirds wrote a correct equation, although some mistakenly argued that a neutron is emitted during the decay. Around 80% found the decay constant in (a)(ii). Performance in (a)(iii) was also satisfactory, though some confused the count rate of the ancient wood sample with that of the fresh wood. About two thirds correctly stated the meaning of isotopes in (b)(i), and about half sketched the correct path in (b)(ii). The performance in (b)(iii) was poor. Many did not mention that the magnetic force is perpendicular to the velocity."
2026,1,3,Change of State,Heat and Gases,3,Change of State,"keywords: latent heat, fusion, boiling, melting",output/lq/2026/q1.png,,
2026,2,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,"keywords: ideal gas, gas molecules, pressure of the gas",output/lq/2026/q2.png,,
2026,3,9,Momentum,Force and Motion,9,Momentum,keywords: collision,output/lq/2026/q3.png,,
2026,4,8,"Work, Energy and Power",Force and Motion,8,"Work, Energy and Power",keywords: conservation of energy,output/lq/2026/q4.png,,
2026,5,15,Interference and Stationary Wave,Wave Motion,15;13,Interference and Stationary Wave; Wave Motion,keywords: interference; dual with S13 (significant earlier part),output/lq/2026/q5.png,,
2026,6,16,Light and Sound,Wave Motion,16,Light and Sound,keywords: microphone,output/lq/2026/q6.png,,
2026,7,20,Electrostatics,Electricity and Magnetism,20,Electrostatics,"keywords: electrostatic; primary=max(S6,S20)",output/lq/2026/q7.png,,
2026,8,21,Circuit and Power,Electricity and Magnetism,21,Circuit and Power,keywords: resistance,output/lq/2026/q8.png,,
2026,9,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,keywords: r.m.s.,output/lq/2026/q9.png,,
2026,10,18,Refraction of Light,Ray Optics,18,Refraction of Light,"keywords: refractive index, critical angle",output/lq/2026/q10.png,,
2026,11,5,Motion,Force and Motion,5,Motion,"keywords: velocity-time, displacement-time",output/lq/2026/q11.png,,
2026,12,27,Nuclear Energy,Radioactivity and Nuclear Energy,27;25,Nuclear Energy; Radiation and Radioactivity,keywords: nuclear equation; dual with S25 (significant earlier part),output/lq/2026/q12.png,,
pp,1,4,Gas Law and Kinetic Theory,Heat and Gases,4,Gas Law and Kinetic Theory,fallback: gas cues,output/lq/pp/q1.png,,
pp,2,8,"Work, Energy and Power",Force and Motion,8,"Work, Energy and Power","keywords: kinetic energy, power",output/lq/pp/q2.png,,
pp,3,10,Projectile Motion,Force and Motion,10,Projectile Motion,"keywords: projectile, horizontal range, angle of projection",output/lq/pp/q3.png,,
pp,4,5,Motion,Force and Motion,5,Motion,fallback: weak keyword match -> Motion,output/lq/pp/q4.png,,
pp,5,13,Wave Motion,Wave Motion,13,Wave Motion,keywords: wavelength,output/lq/pp/q5.png,,
